stock,name,year,month,price,sector,subsector,PE,P_FCF,ROA,ROC,ROE,OPROE,EPS_GROWTH,EBIT,EBIT_MARGIN
TRN IM Equity,TERNA SPA,2019,1,5.39,Utilities,Electricity,15.2812,18.0088,4.4171,5.2908,17.9101,18.168,2.1402,325.45799999999997,49.472
TROW US Equity,T ROWE PRICE GROUP INC,2019,1,89.5,Financials,Financial Services,12.7466,15.6462,24.1384,25.8548,30.0267,30.3707,2.1429,542.3,NA
TRR SQ Equity,TERRA NETWORKS,2019,1,3.03,Technology,Software & Computer Services,8.8302,NA,6.9805,NA,7.7804,7.7804,95.9299,-23.657984,-22.8492
TRV US Equity,TRAVELERS COS INC/THE,2019,1,125.4,Financials,Nonlife Insurance,14.0547,7.65,2.4293,9.4476,10.741,10.3421,16.5,NA,NA
TRW US Equity,ZF TRW AUTOMOTIVE HOLDINGS C,2019,1,105.46,Consumer Goods,Automobiles & Parts,13.4402,43.4919,3.9624,5.987,11.3805,22.4802,80.6818,534,4.2172
TSCO US Equity,TRACTOR SUPPLY COMPANY,2019,1,86.44,Consumer Services,General Retailers,19.7853,25.0033,16.4328,16.2061,35.2495,35.5735,31.5068,153.148,9.1221
TSG US Equity,STARS GROUP INC/THE,2019,1,17.67,Consumer Services,Travel & Leisure,21.5461,15.8128,-0.188,2.8735,-0.5449,8.336,-88.4615,70.901,16.3778
TSN US Equity,TYSON FOODS INC-CL A,2019,1,62.26,Consumer Goods,Food Producers,10.4506,15.197,10.578,15.2074,25.9082,19.4658,37.0433,828,7.6151
TSO US Equity,TESORO CORP,2019,1,92.37,Oil & Gas,Oil & Gas Producers,14.9243,39.6323,7.4427,12.7601,22.4322,14.8216,1000,847,5.3837
TSS US Equity,TOTAL SYSTEM SERVICES INC,2019,1,90.35,Industrials,Support Services,27.5584,17.571,8.3571,11.8573,23.8915,24.7437,-43.609,209.786,20.4244
TT US Equity,TRANE INC,2019,1,46.45,Industrials,Construction & Materials,19.5336,63.8061,2.8429,11.937100000000001,20.4726,46.0721,17.2414,121.7,9.3144
TTWO US Equity,TAKE-TWO INTERACTIVE SOFTWRE,2019,1,102.91,Consumer Goods,Leisure Goods,32.9752,20.4458,5.7961,-29.9119,12.4542,13.2238,10.526299999999999,25.986,10.6807
TUI1 GY Equity,TUI AG-DI,2019,1,13.7,Consumer Services,Travel & Leisure,11.9148,NA,4.8547,15.5106,22.0952,23.6056,-11.937,1115.0523999999998,3.8313
TUP US Equity,TUPPERWARE BRANDS CORP,2019,1,27.55,Consumer Goods,Household Goods & Home Construction,6.6848,22.3832,-12.2287,-25.1585,65.7438,106.1949,27.4194,67.2,15.0855
TWC US Equity,TIME WARNER CABLE,2019,1,209.59,Consumer Services,Media,30.7949,29.534300000000002,3.8336,8.6804,21.3751,22.1455,8.125,1145,17.8342
TWTR US Equity,TWITTER INC,2019,1,33.07,Technology,Software & Computer Services,48.7745,29.6298,12.3811,14.4367,18.4608,6.3307,80,91.868,12.4434
TWX US Equity,TIME WARNER INC,2019,1,98.41,Consumer Services,Media,11.6724,17.2726,8.1191,12.522,19.8976,22.3961,334.1463,1907,25.3398
TX US Equity,TERNIUM SA-SPONSORED ADR,2019,1,29.85,Basic Materials,Industrial Metals & Mining,3.8969,4.9567,11.3871,17.1933,25.1583,24.6456,150.6063,689.296,18.8063
TXN US Equity,TEXAS INSTRUMENTS INC,2019,1,101.02,Technology,Technology Hardware & Equipment,17.7971,16.1788,32.0883,39.9236,57.3069,57.8821,273.5294,1516,42.5304
TXT US Equity,TEXTRON INC,2019,1,53.3,Industrials,Aerospace & Defense,15.8641,17.6709,5.6967,10.0526,15.3156,13.1643,281.6667,225,7.5848
TXU US Equity,ENERGY FUTURE HOLDINGS CORP/,2019,1,69.21,Utilities,Electricity,13.3927,30.0084,-10.3803,-237.7261,-59.7861,-59.8128,-55.6598,298,-24.5421
U US Equity,US AIRWAYS GROUP INCOME,2019,1,32.28,Consumer Services,Travel & Leisure,NA,NA,6.2489,-0.248,97.9677,28.2497,31.6344,-113,-11.5189
UA US Equity,UNDER ARMOUR INC-CLASS C,2019,1,19.06,Consumer Goods,Personal Goods,NA,NA,-3.313,NA,-6.7424,2.7582,41.6667,118.966,-0.9995
UAA US Equity,UNDER ARMOUR INC-CLASS A,2019,1,20.92,Consumer Goods,Personal Goods,94.25,22.4748,-3.313,NA,-6.7424,2.7582,41.6667,118.966,-0.9995
UAL US Equity,UNITED AIRLINES HOLDINGS INC,2019,1,87.56,Consumer Services,Travel & Leisure,9.4934,12.2509,4.8865,11.1051,22.7348,26.9742,-14.1414,652,7.9704
UBI FP Equity,UBISOFT ENTERTAINMENT,2019,1,78.38,Consumer Goods,Leisure Goods,28.2863,10.9393,10.6866,13.1964,26.3776,28.7995,67.7966,108.257548,17.2694
UBI IM Equity,UBI BANCA SPA,2019,1,2.351,Financials,Banks,5.9655,14.8379,0.1559,0.43120000000000003,2.1066,2.9916,-74.8238,NA,NA
UCB BB Equity,UCB SA,2019,1,74.6,Health Care,Pharmaceuticals & Biotechnology,17.9585,15.1866,8.7291,13.186,15.0388,15.3251,27.9476,776.0479999999999,25.0383
UCG IM Equity,UNICREDIT SPA,2019,1,10.53,Financials,Banks,5.8482,NA,0.3571,0.8934,5.0404,4.8988,-95.0094,NA,NA
UCL US Equity,UNOCAL CORP,2019,1,65.93,Oil & Gas,Oil & Gas Producers,11.9078,14.2113,11.6361,19.1856,27.9006,27.6631,62,678,25.9527
UCM US Equity,UNICOM CORPORATION,2019,1,55.125,Utilities,Electricity,14.3865,16.8077,3.556,8.6991,12.7015,13.5763,-25.5814,454.48,20.7216
UDR US Equity,UDR INC,2019,1,43.45,Financials,Real Estate Investment Trusts,174.0185,40.0528,2.4644,2.7885,6.9746,3.0524,16.6667,55.011,19.9104
UG FP Equity,PEUGEOT SA,2019,1,21.88,Consumer Goods,Automobiles & Parts,6.9448,3.3387,3.8576,11.5155,14.7151,23.0518,16.0839,2602.5159999999996,4.5887
UHS US Equity,UNIVERSAL HEALTH SERVICES-B,2019,1,132.92,Health Care,Health Care Equipment & Services,13.8404,17.1082,7.678,10.5742,16.4302,17.2389,25,257.164,11.7647
UIS US Equity,UNISYS CORP,2019,1,13,Technology,Software & Computer Services,7.7119,39.1807,4.3677,4.9543,-29.8143,-20.5698,-44.6429,55.8,9.6372
UL FP Equity,UNIBAIL-RODAMCO SE,2019,1,172.6,Financials,Real Estate Investment Trusts,11.0127,186.9427,2.9733,3.5412,7.0892,4.8235,-58.8435,1114.8228,86.9901
UL NA Equity,UNIBAIL-RODAMCO SE,2019,1,190.55,Financials,Real Estate Investment Trusts,7.7463999999999995,186.9427,2.9733,3.5412,7.0892,4.8235,-58.8435,1114.8228,86.9901
ULTA US Equity,ULTA BEAUTY INC,2019,1,288.66,Consumer Services,General Retailers,28.8364,28.0426,21.6615,25.5453,36.2859,34.1806,34.2391,193.815,13.0036
UMG US Equity,MEDIAONE GROUP INC,2019,1,67.2,Consumer Services,Media,NA,NA,13.6418,20.3791,31.4705,4.0268,44.7368,-140,-17.2515
UMI BB Equity,UMICORE,2019,1,37.3,Basic Materials,Chemicals,27.7699,38.2452,4.6485,9.5035,11.5496,13.1383,34.6535,285.27799999999996,3.302
UN US Equity,UNILEVER N V  -NY SHARES,2019,1,53.07,Consumer Goods,Personal Goods,NA,NA,15.6822,27.3482,74.5129,50.6978,126.3531,8110,24.6832
UN01 GY Equity,UNIPER SE,2019,1,25.47,Utilities,"Gas, Water & Multiutilities",7.1762,15.3419,-3.6399,-10.9132,-16.0554,-2.3385,98.7179,-26.403999999999996,-2.3909
UNA NA Equity,UNILEVER NV,2019,1,46.4,Consumer Goods,Personal Goods,13.2667,21.8867,15.6822,27.3482,74.5129,50.6978,126.3531,9310.279999999999,24.6832
UNF SQ Equity,UNION FENOSA SA,2019,1,8.37,Utilities,Electricity,6.292,22.0514,3.5948,12.179,14.9266,11.6686,-5.1464,1164.8893759999999,17.9791
UNH US Equity,UNITEDHEALTH GROUP INC,2019,1,270.48,Health Care,Health Care Equipment & Services,22.1657,19.1358,8.2299,15.6257,24.0992,24.0992,-15.0685,4497,7.666
UNI IM Equity,UNIPOL GRUPPO SPA,2019,1,4.089,Financials,Nonlife Insurance,4.024,1.0173,0.3629,4.5871,5.9003,6.5695,42.5793,NA,NA
UNIP IM Equity,UNIPOL GRUPPO FINANZIARI-PRF,2019,1,4.494,Financials,Nonlife Insurance,NA,NA,0.3629,4.5871,5.9003,6.5695,42.5793,NA,NA
UNM US Equity,UNUM GROUP,2019,1,33.65,Financials,Life Insurance,6.6746,4.9636,0.8587,5.657,6.0244,12.1502,19.4444,NA,NA
UNP US Equity,UNION PACIFIC CORP,2019,1,160.75,Industrials,Industrial Transportation,19.9222,22.6876,10.2024,15.6866,26.3522,26.5441,-77.0721,2210,37.3029
UPC US Equity,UNION PLANTERS CORP,2019,1,29.81,Financials,Banks,15.4456,3.3477,1.3327,5.4274000000000004,13.681799999999999,13.9464,-41.791,NA,NA
UPM FH Equity,UPM-KYMMENE OYJ,2019,1,26.1,Basic Materials,Forestry & Paper,9.0214,13.8314,11.0557,13.9804,16.2159,15.9233,141.3043,852.9639999999999,18.05
UPS US Equity,UNITED PARCEL SERVICE-CL B,2019,1,105.5,Industrials,Industrial Transportation,14.5434,14.2122,10.0241,20.6419,238.655,313.873,-58.7302,2004,9.7744
URBN US Equity,URBAN OUTFITTERS INC,2019,1,32.19,Consumer Services,General Retailers,11.6164,10.5177,10.2594,16.4136,15.51,21.0403,73.1707,96.357,9.1514
URI US Equity,UNITED RENTALS INC,2019,1,127.71,Industrials,Support Services,8.7282,18.2258,6.6098,10.499,33.6764,35.7493,-63.7252,563,24.2451
URW NA Equity,UNIBAIL-RODAMCO-WESTFIELD,2019,1,155,Financials,Real Estate Investment Trusts,17.7501,NA,NA,NA,NA,NA,NA,1130.78,NA
US IM Equity,UNIPOLSAI ASSICURAZIONI SPA,2019,1,2.22,Financials,Nonlife Insurance,6.7403,18.7526,0.721,6.7003,8.0012,8.0012,56.3749,NA,NA
USB US Equity,US BANCORP,2019,1,50.71,Financials,Banks,12.4355,7.9061,1.5270000000000001,6.9262,15.3672,15.2721,13.4021,NA,NA
USW US Equity,US WEST INC,2019,1,84.5,Telecommunications,Fixed Line Telecommunications,22.26,65.4714,6.7924,14.2933,25.9798,25.9798,-54.7945,743,27.6081
UTDI GY Equity,UNITED INTERNET AG-REG SHARE,2019,1,34.8,Technology,Software & Computer Services,36.5338,32.8944,1.6582,37.6873,3.1436,4.3682,21.2534,239.941184,14.5045
UTX US Equity,UNITED TECHNOLOGIES CORP,2019,1,119.57,Industrials,Aerospace & Defense,15.0853,21.3623,4.5593,8.9343,15.4843,18.5823,66,1911,12.8615
V US Equity,VISA INC-CLASS A SHARES,2019,1,134.39,Financials,Financial Services,29.5748,21.7966,15.4976,22.3275,38.0366,39.7131,21.0844,3717,62.7864
VALMT FH Equity,VALMET OYJ,2019,1,19.99,Industrials,Industrial Engineering,19.65,14.2757,4.3816,NA,14.5559,17.8567,27.7778,55.104,5.1088
VAR US Equity,VARIAN MEDICAL SYSTEMS INC,2019,1,131.86,Health Care,Health Care Equipment & Services,69.1165,33.071,4.5791,10.5854,9.6647,25.3875,47.6744,134.4,15.128
VC US Equity,VISTEON CORP,2019,1,76.61,Consumer Goods,Automobiles & Parts,12.3523,29.308,6.8272,16.6334,26.7644,35.9212,-50.7246,24,7.2131
VDOR NA Equity,VEDIOR NV-CVA,2019,1,15.22,Consumer Services,General Retailers,11.4871,10.9748,7.1693,10.8716,19.0636,19.0636,3.8462,89.4292,4.718
VER AV Equity,VERBUND AG,2019,1,45,Utilities,Electricity,35.9015,42.0604,2.7352,4.7499,6.1777,8.8144,-51.5152,107.10839999999999,14.4971
VFC US Equity,VF CORP,2019,1,79.6389,Consumer Goods,Personal Goods,21.7577,33.1485,6.2436,9.5511,14.2001,29.1492,-16.2393,591.905,13.1043
VIAB US Equity,VIACOM INC-CLASS B,2019,1,28.74,Consumer Services,Media,6.9768,6.4041,7.2408,12.3237,25.5766,24.6838,-42.515,645,19.864
VIAV US Equity,VIAVI SOLUTIONS INC,2019,1,10.89,Technology,Technology Hardware & Equipment,286.1923,52.3424,-2.8024,-1.2353,-7.304,-0.4246,-133.3333,-1.2,-0.3029
VIE FP Equity,VEOLIA ENVIRONNEMENT,2019,1,18.115,Utilities,"Gas, Water & Multiutilities",20.7859,22.1846,1.1567,3.4185,6.5428,11.2847,47.937,769.9636,4.9604
VIG AV Equity,VIENNA INSURANCE GROUP AG,2019,1,21.8,Financials,Nonlife Insurance,10.4021,5.065,0.5613,4.852,6.3085,8.3379,16.1954,NA,NA
VIS SQ Equity,VISCOFAN SA,2019,1,48.84,Consumer Goods,Food Producers,18.3053,43.7126,12.2312,14.555,16.7575,14.6635,-0.6835,90.150144,18.7357
VIV FP Equity,VIVENDI,2019,1,22.26,Consumer Services,Media,222.3778,34.9169,3.6793,5.6829,6.6254,6.8662,1323.5797,355.88,7.369
VK FP Equity,VALLOUREC SA,2019,1,1.6865,Industrials,Industrial Engineering,11.2875,7.3543,-8.1222,-9.5228,-25.1233,-19.1997,33.3333,-33.291999999999994,-11.3677
VLO US Equity,VALERO ENERGY CORP,2019,1,87.99,Oil & Gas,Oil & Gas Producers,12.0643,14.263,6.2245,11.7701,14.3021,14.27,-58.3794,1299,4.1039
VMC US Equity,VULCAN MATERIALS CO,2019,1,100.76,Industrials,Construction & Materials,25.7152,36.9617,7.4484,1.3354,14.634,8.8531,63.8554,249.184,16.662
VNA GY Equity,VONOVIA SE,2019,1,43.7,Financials,Real Estate Investment & Services,10.3019,2816.4196,6.3074,8.0312,16.7087,-0.9122,27.765,397.5524,153.6965
VNDX NA Equity,MAXEDA BV,2019,1,15.6,Consumer Services,General Retailers,151.5,14.7872,0.3873,0.6674,1.6965,1.6965,-95.5157,173.34799999999998,3.3925
VNO US Equity,VORNADO REALTY TRUST,2019,1,68.58,Financials,Real Estate Investment Trusts,96.2978,126.4389,2.2748,2.4125,8.8795,4.1362,1011.1111,156.956,28.1331
VNUA NA Equity,NIELSEN CO BV/THE,2019,1,29.44,Consumer Services,Media,NA,NA,2.5869999999999997,7.0466,7.7458,9.2661,-54.8365,359.32399999999996,14.8285
VOE AV Equity,VOESTALPINE AG,2019,1,27.99,Basic Materials,Industrial Metals & Mining,9.8116,249.6419,4.7962,8.1865,12.3307,11.5586,-47.2527,176.5624,8.3394
VOW GY Equity,VOLKSWAGEN AG,2019,1,152,Consumer Goods,Automobiles & Parts,6.4505,138.7122,3.0798,NA,13.1785,16.0701,170.0508,3112.2279999999996,5.9954
VOW3 GY Equity,VOLKSWAGEN AG-PREF,2019,1,148.96,Consumer Goods,Automobiles & Parts,6.307,122.1938,3.0798,NA,13.1785,16.0701,170.0508,3112.2279999999996,5.9954
VPK NA Equity,VOPAK,2019,1,45.46,Industrials,Industrial Transportation,22.2356,41.8079,4.2518,8.2479,9.0661,11.2506,-7.6923,209.51,29.0093
VRSK US Equity,VERISK ANALYTICS INC,2019,1,117.48,Industrials,Support Services,32.8203,27.5228,11.4484,16.7001,34.4591,29.8632,38.3562,211.1,35.2116
VRSN US Equity,VERISIGN INC,2019,1,168.47,Technology,Software & Computer Services,38.0859,29.5797,20.9944,77.9371,145.3534,16.199,-1.7391,194.997,62.3314
VRTS US Equity,VIRTUS INVESTMENT PARTNERS,2019,1,87.65,Financials,Financial Services,8.3141,21.6392,2.8037,8.1659,14.1354,16.2116,49.569,39.19,NA
VRTX US Equity,VERTEX PHARMACEUTICALS INC,2019,1,187.17,Health Care,Pharmaceuticals & Biotechnology,78.3464,41.3399,16.5504,-28.7877,27.5506,23.9487,1071.4286,205.649,22.3802
VSTNC NA Equity,KON VOLKER WESSELS STEVIN-CV,2019,1,19.65,Industrials,Construction & Materials,5.7965,4.4633,4.7799,7.7162,9.5754,9.5355,-35.9338,162.382304,2.8832
VTR US Equity,VENTAS INC,2019,1,63.81,Financials,Real Estate Investment Trusts,50.8849,35.1886,3.1929,3.4298,6.984,5.3562,-34.0909,245.004,26.7881
VTSS US Equity,MICROSEMI COMMUNICATIONS INC,2019,1,5.27,Technology,Technology Hardware & Equipment,25.3414,20.6058,-23.5197,16.8764,-92.0981,-92.0981,22.2222,-4.15,-11.0296
VZ US Equity,VERIZON COMMUNICATIONS INC,2019,1,54.05,Telecommunications,Fixed Line Telecommunications,10.9273,12.8674,5.9497,12.1311,32.269,43.2357,-89.7155,637,17.0239
WAD3 GY Equity,WELLA AG -PREFERENCE SHARE,2019,1,87,Consumer Goods,Personal Goods,19.9203,108.8917,4.1527,7.5525,9.7075,2.6044,170.9877,168.57806,194.1187
WAF GY Equity,SILTRONIC AG,2019,1,85.6,Technology,Technology Hardware & Equipment,6.9678,6.2903,23.71,49.7729,49.0833,49.252,66.5094,158.42399999999998,32.2426
WAMUQ US Equity,WASHINGTON MUTUAL INC,2019,1,0.012,Financials,Banks,6.0964,1e-4,-1.9767000000000001,-5.3235,-27.1438,-6.3518,-73.0769,NA,NA
WAT US Equity,WATERS CORP,2019,1,231.2,Industrials,Electronic & Electrical Equipment,28.0817,34.9951,13.1199,18.3135,31.2437,33.5124,7.6023,244.532,30.5701
WB US Equity,WEIBO CORP-SPON ADR,2019,1,59,Technology,Software & Computer Services,23.4807,NA,23.6056,-296.576,41.0676,41.3651,60.8696,161.959,35.4078
WBA US Equity,WALGREENS BOOTS ALLIANCE INC,2019,1,71.5,Consumer Services,Food & Drug Retailers,13.4093,11.2533,7.8003,14.0717,20.6682,20.4871,43.9024,1361,4.5694
WCG US Equity,WELLCARE HEALTH PLANS INC,2019,1,275.78,Health Care,Health Care Equipment & Services,27.8168,75.7542,4.1191,10.1807,13.6888,12.6705,-29.0155,232.2,3.6953
WCH GY Equity,WACKER CHEMIE AG,2019,1,92.6,Basic Materials,Chemicals,18.5902,45.4199,3.8619,7.0684,8.6881,8.4812,-35.7843,89.31439999999999,6.4563
WDC US Equity,WESTERN DIGITAL CORP,2019,1,43.81,Technology,Technology Hardware & Equipment,7.2407,6.1573,1.7058,2.7517,4.31,25.7363,-24.2424,686,16.5805
WDI GY Equity,WIRECARD AG,2019,1,152,Industrials,Support Services,51.5607,24.6246,7.2593,13.1033,20.3447,20.629,52.9412,142.46679999999998,21.6683
WEC US Equity,WEC ENERGY GROUP INC,2019,1,71.47,Utilities,"Gas, Water & Multiutilities",21.8,69.8634,4.0522,8.3019,13.5673,11.3681,8.8235,302.7,20.7726
WELL US Equity,WELLTOWER INC,2019,1,76.44,Financials,Real Estate Investment Trusts,61.9002,132.1873,2.0252,2.1848,3.9489,1.9207999999999998,-15,202.97,17.6233
WEN US Equity,WENDY'S CO/THE,2019,1,17.35,Consumer Services,Travel & Leisure,28.9219,26.9083,13.9702,20.7312,96.4048,20.8356,2650,77.348,18.029
WFC US Equity,WELLS FARGO & CO,2019,1,49.28,Financials,Banks,11.8829,6.4724,1.164,4.2829,11.6712,11.2317,4.2735,NA,NA
WFM US Equity,WHOLE FOODS MARKET INC,2019,1,41.99,Consumer Services,Food & Drug Retailers,33.5868,24.3325,3.7643,9.5434,11.6815,12.0202,-10.8108,180,4.264
WFT US Equity,WEATHERFORD INTERNATIONAL PL,2019,1,0.654,Oil & Gas,"Oil Equipment, Services & Distribution",140.3149,79.757,-25.3801,11.5281,-77.9847,-60.8702,23.0769,-13,-32.1447
WHA NA Equity,WERELDHAVE NV,2019,1,29.31,Financials,Real Estate Investment Trusts,277.9682,674.8504,0.5457,1.061,1.1003,6.9801,-68.0473,49.211316,25.9219
WHR US Equity,WHIRLPOOL CORP,2019,1,132.14,Consumer Goods,Household Goods & Home Construction,9.4556,11.9214,-0.9535,-0.0748,-5.6403,29.0676,-14.0212,309,1.3262
WIE AV Equity,WIENERBERGER AG,2019,1,19.77,Industrials,Construction & Materials,17.0391,21.6143,4.4747,7.379,9.47,9.3093,36.6298,113.82764399999999,6.6803
WIN GY Equity,DIEBOLD NIXDORF AG,2019,1,57.9,Technology,Software & Computer Services,46.3716,35.0621,7.2619,19.8397,29.895,27.2075,69.2809,46.619132,6.8524
WIN US Equity,WINDSTREAM HOLDINGS INC,2019,1,2.92,Telecommunications,Fixed Line Telecommunications,178.3245,0.3897,-17.0018,-12.6851,-95.1912,-66.4109,-24.3243,75.6,-26.7551
WKL NA Equity,WOLTERS KLUWER,2019,1,55.1,Consumer Services,Media,22.8803,20.8029,9.3202,16.1542,33.2607,25.4795,35.7895,601.5519999999999,23.3599
WLA US Equity,WARNER-LAMBERT CO LLC,2019,1,131.1875,Health Care,Pharmaceuticals & Biotechnology,61.4929,54.0396,-0.4391,-0.9107,-1.2083,47.3013,39.0244,742,20.9707
WLL US Equity,WHITING PETROLEUM CORP,2019,1,29.55,Oil & Gas,Oil & Gas Producers,12.8227,19.3989,-8.139,-6.9311,-15.0287,5.0249,-272.8814,125.149,-25.5595
WLTW US Equity,WILLIS TOWERS WATSON PLC,2019,1,160.45,Industrials,Support Services,24.5481,20.898,1.7209,5.0477,5.6301,6.2891,83.3333,17,5.463
WM US Equity,WASTE MANAGEMENT INC,2019,1,95.1,Industrials,Support Services,22.7889,21.8776,10.5512,2.1406,39.8889,30.1678,31.8182,699,18.514
WMB US Equity,WILLIAMS COS INC,2019,1,27.17,Oil & Gas,"Oil Equipment, Services & Distribution",35.6958,129.9873,4.5093,8.5576,17.7588,9.5841,225,501,13.9495
WMT US Equity,WALMART INC,2019,1,94.63,Consumer Services,General Retailers,19.4866,16.0831,2.3661,5.4962,6.9636,19.3277,-1.6949,4986,3.9769
WOR US Equity,WORTHINGTON INDUSTRIES,2019,1,37.23,Basic Materials,Industrial Metals & Mining,9.1604,12.6178,7.7443,13.7343,22.2378,28.2065,-7.8125,35.864,3.5211
WPX US Equity,WPX ENERGY INC,2019,1,12.4,Oil & Gas,Oil & Gas Producers,91.9413,NA,-3.0101,-1.6162999999999998,-6.4368,0.5343,98.9583,26,-5.1497
WRK US Equity,WESTROCK CO,2019,1,41.25,Industrials,General Industrials,10.3752,9.4577,3.2618,5.7723,7.9287,8.867,-87.6404,277.4,8.6138
WRT1V FH Equity,WARTSILA OYJ ABP,2019,1,14.855,Industrials,Industrial Engineering,21.5999,23.3289,6.6114,NA,16.2264,17.2327,177.0361,233.04399999999998,10.3015
WU US Equity,WESTERN UNION CO,2019,1,18.26,Financials,Financial Services,9.5053,11.9722,-5.1009,-17.8264,19.9142,84.4478,-7.8431,302.6,10.6388
WWY US Equity,WM WRIGLEY JR CO,2019,1,79.76,Consumer Goods,Food Producers,32.5081,26.3589,12.8642,18.5243,25.4552,25.5253,14.5161,297.913,18.2964
WY US Equity,WEYERHAEUSER CO,2019,1,26.15,Financials,Real Estate Investment Trusts,20.8975,28.9533,6.2073,9.2342,12.2859,12.4564,100,337,22.0932
WYE US Equity,WYETH LLC,2019,1,50.05,Health Care,Pharmaceuticals & Biotechnology,13.9632,14.2799,10.2894,15.5028,22.5359,24.0288,13.0952,1646.376,30.126
WYN US Equity,WYNDHAM WORLDWIDE CORP,2019,1,110.94,Consumer Services,Travel & Leisure,18.048,15.1891,11.6024,32.7124,127.3145,73.6974,32,197,11.8979
WYND US Equity,WYNDHAM DESTINATIONS INC,2019,1,42.56,Consumer Services,Travel & Leisure,8.1213,11.7351,11.6024,32.7124,127.3145,73.6974,32,197,11.8979
WYNN US Equity,WYNN RESORTS LTD,2019,1,124.04,Consumer Services,Travel & Leisure,20.3128,38.6621,4.4206,10.0684,38.3928,43.2642,-9.4006,246.283,10.9494
X US Equity,UNITED STATES STEEL CORP,2019,1,20.51,Basic Materials,Industrial Metals & Mining,4.1737,31.2366,10.6985,19.78,29.6464,25.606,269.2308,313,7.9278
XEC US Equity,CIMAREX ENERGY CO,2019,1,76.35,Oil & Gas,Oil & Gas Producers,10.1265,81.8367,12.2855,16.3989,23.7197,23.6466,62.5,196.695,36.6386
XEL US Equity,XCEL ENERGY INC,2019,1,50.95,Utilities,Electricity,21.1984,687.0228,2.8354,6.4594,10.6601,10.6601,13.5135,339,17.0322
XL US Equity,XL GROUP LTD,2019,1,57.58,Financials,Nonlife Insurance,156.6666,402.2844,-0.8625,-2.2844,-5.2382,-3.1439,6.0345,NA,NA
XLNX US Equity,XILINX INC,2019,1,112.67,Technology,Technology Hardware & Equipment,35.2325,29.4243,10.9826,14.171,22.6699,31.46,21.4286,232.736,29.5905
XOM US Equity,EXXON MOBIL CORP,2019,1,72.29,Oil & Gas,Oil & Gas Producers,14.7417,19.0356,6.5961,10.413,12.4624,9.9678,56.9892,6862,6.6579
XRAY US Equity,DENTSPLY SIRONA INC,2019,1,41.53,Health Care,Health Care Equipment & Services,29.6984,29.5429,-16.6585,-20.4175,-26.3586,5.6999,-66.6667,45.5,-43.4662
XRX US Equity,XEROX CORP,2019,1,28.06,Industrials,Support Services,8.5365,6.6254,2.3426,4.7824,6.777,15.9921,-50,281,8.8301
XTO US Equity,XTO ENERGY INC,2019,1,42.76,Oil & Gas,Oil & Gas Producers,12.9729,94.6601,5.0558,10.1754,10.4035,10.5096,-33.3333,656,38.8814
XYL US Equity,XYLEM INC,2019,1,73.01,Industrials,Industrial Engineering,19.2185,36.7049,7.7972,12.7628,20.831,25.4601,216.5487,194,12.56
YTY1V FH Equity,YIT OYJ,2019,1,6.42,Industrials,Construction & Materials,20.2969,16.0471,0.673,2.8643,2.6089,6.3925,100,48.904799999999994,1.9883
YUM US Equity,YUM! BRANDS INC,2019,1,93.25,Consumer Services,Travel & Leisure,29.6968,31.8705,34.2179,29.4222,139.0231,138.1374,18.1818,553,48.5369
ZAL GY Equity,ZALANDO SE,2019,1,26.17,Consumer Services,General Retailers,129.8657,1656.8743,1.8104,3.9173,3.7746,3.6662,-325,-63.943599999999996,2.3459
ZBH US Equity,ZIMMER BIOMET HOLDINGS INC,2019,1,108.6,Health Care,Health Care Equipment & Services,20.8997,17.0361,6.7696,9.4282,15.4703,9.3602,63.2653,223.3,9.909
ZC FP Equity,ZODIAC AEROSPACE,2019,1,24.95,Industrials,Aerospace & Defense,94.3504,21.6347,1.1979,2.5574,2.294,3.2979,54.1303,220.354008,3.3169
ZIGGO NA Equity,ZIGGO HOLDING BV,2019,1,38.445,Telecommunications,Fixed Line Telecommunications,550.6429,17.1846,0.2603,4.1749,1.0947,3.0396,-97.6744,131.9052,32.3767
